jk1	k1_as_query	AHZ34233-1_3643_mod4_leu	leu	leu	leu	1.069048672941268
jk1	k1_as_query	AGM16413-1_1312_mod2_lys	lys	no_confident_result	lys	3.566396184382059
jk1	k1_as_query	Q5DIV8_A2-6-_horn	horn	horn	horn	1.873367874201558
jk1	k1_as_query	O52819_A1_leu	leu	no_confident_result	leu	2.83515894162925
jk1	k1_as_query	Q00869_A1_hyv	hyv	no_confident_result	phe	0.0
jk1	k1_as_query	Q9Z4X5_A3-9-_asn	asn	no_confident_result	asn	0.8193623680139845
jk1	k1_as_query	CCJ67638-1_582_mod1_d-leu	d-leu	no_confident_result	d-gln	1.4992381077569643
jk1	k1_as_query	CCJ67639-1_619_mod1_d-gln	d-gln	no_confident_result	d-gln	1.027262336628041
jk1	k1_as_query	O85168_A1_ser	ser	no_confident_result	ser	1.6217831555146465
jk1	k1_as_query	AEA30272-1_1550_mod2_ala	ala	no_confident_result	ala	0.0
jk1	k1_as_query	ZP_10287805-1_544_mod1_d-asn	d-asn	no_confident_result	asn	2.3875498171783103
jk1	k1_as_query	Q83VS0_A7-17-_ala	ala	no_confident_result	ala	3.610745992279682
jk1	k1_as_query	BGC0000369_AHZ20773-1_2017_mod2_tyr	tyr	no_confident_result	leu	0.0
jk1	k1_as_query	BGC0000431_EFE73313-1_484_mod1_ser	ser	ser	ser	1.811137450238519
jk1	k1_as_query	BGC0001019_AHB82071-1_3517_mod3_gly	gly	no_confident_result	d-ala	0.0
jk1	k1_as_query	P45745_A1-2-_gly	gly	no_confident_result	gly	0.9205158857432888
jk1	k1_as_query	O30980_A3-9-_tyr	tyr	tyr	tyr	1.3512255734848564
jk1	k1_as_query	Q847C7_A2-7-_me-asp	me-asp	no_confident_result	me-asp	0.7900739530367964
jk1	k1_as_query	O68008_A5-12-_asn	asn	no_confident_result	asn	0.0
jk1	k1_as_query	BGC0001036_AGZ15458-1_478_mod1_piperazic	piperazic	pip	pip	0.6506873212007012
jk1	k1_as_query	BGC0001113_AIC32693-1_544_mod1_thr	thr	thr	thr	0.5431933805286815
jk1	k1_as_query	P94873_A3_val	val	no_confident_result	val	0.0
jk1	k1_as_query	AEA30274-1_484_mod1_aoh-gly	aoh-gly	gly	gly	0.09278483623945455
jk1	k1_as_query	BGC0001166_AGQ43600-1_1838_mod2_ala	ala	no_confident_result	ala	0.12062520528165273
jk1	k1_as_query	P0A398_A1_ala	ala	no_confident_result	ala	0.4870827404859649
jk1	k1_as_query	BGC0000419_AIG79242-1_473_mod1_dpg	dpg	dpg	dpg	2.4514822493815225
jk1	k1_as_query	BGC0000418_AHF20582-1_26_mod1_hpg	hpg	hpg	hpg	3.155199281230292
jk1	k1_as_query	Q50E73_A5-10-_gly	gly	no_confident_result	gly	0.0
jk1	k1_as_query	Q9Z5F4_A1_gly	gly	gly	gly	0.0
jk1	k1_as_query	P27743_A3_val	val	no_confident_result	val	0.0
jk1	k1_as_query	EPE34341-1_6121_mod6_3oh-pro|3oh-4me-pro	3oh-pro|3oh-4me-pro	no_confident_result	4oh-pro	0.7117272064340613
jk1	k1_as_query	BGC0000464_CDG17981-1_1643_mod2_leu	leu	leu	leu	1.6788319593526264
jk1	k1_as_query	Q9FB27_A2_his	his	asn	asn	0.0
jk1	k1_as_query	AHZ20773-1_2017_mod2_tyr	tyr	no_confident_result	leu	0.0
jk1	k1_as_query	Q8KLL5_A1_hpg|hpg2cl	hpg|hpg2cl	no_confident_result	hpg|hpg2cl	3.624349049188724
jk1	k1_as_query	BGC0000423_CBG75492-1_5304_mod5_horn	horn	no_confident_result	d-cyclo-horn	0.743618217980394
jk1	k1_as_query	O33743_A2-6-_gln	gln	no_confident_result	gln	0.0
jk1	k1_as_query	Q9I157_A3-4-_dab	dab	no_confident_result	dab	0.0
jk1	k1_as_query	Q2XNF8_A1-2-_ala	ala	no_confident_result	ala	0.0
jk1	k1_as_query	Q8NJX1_A6_gln	gln	no_confident_result	gln	0.0
jk1	k1_as_query	Q50E73_A2-7-_asp	asp	asp	asp	0.7429568629801343
jk1	k1_as_query	P0C063_A3_orn	orn	orn	orn	0.831730089758624
jk1	k1_as_query	Q9K5L9_A1-7-_ile	ile	no_confident_result	ile	0.4190999256208914
jk1	k1_as_query	Q70KJ6_A2-5-_asp	asp	asp	asp	0.21563263036157715
jk1	k1_as_query	Q8NJX1_A7_abu|iva	abu|iva	no_confident_result	abu|iva	0.0
jk1	k1_as_query	Q70AZ7_A3_bht	bht	bht	bht	4.240274530549133
jk1	k1_as_query	AGC65516-1_2153_mod2_ser	ser	ser	ser	0.0
jk1	k1_as_query	Q09164_A10_leu	leu	no_confident_result	leu	0.0
jk1	k1_as_query	BGC0001132_xnc1_2022_77_mod1_val	val	no_confident_result	val	0.4653650842267957
jk1	k1_as_query	Q9S1A9_A2-7-_ala	ala	ala	ala	0.06873309564509497
jk1	k1_as_query	Q6WZ98_A1_blys	blys	no_confident_result	blys	0.0
jk1	k1_as_query	AHF21228-1_11933_mod9_phe	phe	no_confident_result	phe	2.1316049761364813
jk1	k1_as_query	Q8KLL4v2_A1_dpg	dpg	dpg	dpg	2.9622428646817496
jk1	k1_as_query	AGC65513-1_491_mod1_phe|tyr	phe|tyr	no_confident_result	no_confident_result	0.0
jk1	k1_as_query	BGC0001133_XBJ1_0775_477_mod1_thr	thr	no_confident_result	thr	0.0
jk1	k1_as_query	O30408_A1-2-_pro	pro	no_confident_result	pro	0.0
jk1	k1_as_query	Q54959_A2_abu|iva	abu|iva	no_confident_result	no_confident_result	0.0
jk1	k1_as_query	AHZ20781-1_481_mod1_thr	thr	thr	thr	0.8251959670324374
jk1	k1_as_query	BGC0001036_AGZ15458-1_2022_mod2_noh-ala	noh-ala	no_confident_result	noh-d-ala|oh-d-ala	1.5546202661661204
jk1	k1_as_query	BGC0001035_EPE34341-1_5024_mod5_thr	thr	no_confident_result	3oh-gln	0.741493670183254
jk1	k1_as_query	BGC0000431_EFE73312-1_441_mod1_thr	thr	no_confident_result	asp	0.8451611513065675
jk1	k1_as_query	Q84BQ5_A3-5-_leu	leu	leu	leu	0.7200207347856804
jk1	k1_as_query	YP_631961-1_1173_mod1_ser	ser	no_confident_result	ser	1.5060775881988175
jk1	k1_as_query	Q9RLP6v2_A3_ala	ala	no_confident_result	ala	1.366832864346872
jk1	k1_as_query	AGM16412-1_456_mod1_orn	orn	orn	orn	2.8517252905575097
jk1	k1_as_query	P25464_A3_val	val	no_confident_result	val	0.0
jk1	k1_as_query	BGC0001035_EPE34341-1_2860_mod3_3oh-pro|3oh-4me-pro	3oh-pro|3oh-4me-pro	no_confident_result	4oh-pro	0.6850105937898587
jk1	k1_as_query	Q5MP00_A1-5-_gly	gly	gly	gly	0.0
jk1	k1_as_query	CCJ67639-1_1691_mod2_leu	leu	no_confident_result	d-val	1.1820347401824338
jk1	k1_as_query	BGC0000431_EFE73312-1_2615_mod3_dpr	dpr	ser	ser	1.9267277660790079
jk1	k1_as_query	BGC0001166_AGQ43600-1_4142_mod4_aeo	aeo	no_confident_result	aeo	0.5426826882375626
jk1	k1_as_query	AHH53508-1_483_mod1_glu	glu	no_confident_result	glu	0.8295366818417353
jk1	k1_as_query	O52821_A1-7-_dpg	dpg	no_confident_result	dpg	4.184383326651705
jk1	k1_as_query	Q50E73_A1-6-_orn	orn	no_confident_result	orn	0.0
jk1	k1_as_query	Q70AZ7_A1_hpg|hpg2cl	hpg|hpg2cl	no_confident_result	hpg|hpg2cl	3.498939496982091
jk1	k1_as_query	AGC65514-1_4147_mod3_val	val	no_confident_result	ile|val	0.0
jk1	k1_as_query	Q6WZB2_A1-2-_ser	ser	ser	ser	0.0
jk1	k1_as_query	AHZ34233-1_4704_mod5_leu	leu	no_confident_result	leu	0.255898957239722
jk1	k1_as_query	BGC0000456_BAO73252-1_996_mod1_athr|ser	athr|ser	no_confident_result	ala	0.0
jk1	k1_as_query	BGC0000463_AGM14933-1_7925_mod8_leu	leu	no_confident_result	leu	0.9585023278385348
jk1	k1_as_query	AHZ34233-1_2589_mod3_val	val	no_confident_result	ile|val	0.04704396434986062
jk1	k1_as_query	BGC0000414_BAO84866-1_500_mod1_4-5-dehydro-arg|me-tyr	4-5-dehydro-arg|me-tyr	no_confident_result	me-tyr	0.0
jk1	k1_as_query	AEA30273-1_3652_mod4_d-trp	d-trp	no_confident_result	no_confident_result	0.0
jk1	k1_as_query	Q847C7_A1-6-_thr	thr	no_confident_result	thr	0.0
jk1	k1_as_query	BGC0000425_AFH75321-1_2723_mod3_d-val	d-val	no_confident_result	leu	4.402461341728199
jk1	k1_as_query	P39845_A2_orn	orn	orn	orn	0.3552603140490368
jk1	k1_as_query	BGC0000398_AFH75329-1_2729_mod3_leu	leu	no_confident_result	leu	0.07267441854299968
jk1	k1_as_query	Q93I55_A1_tyr	tyr	no_confident_result	tyr	2.3584418072730005
jk1	k1_as_query	Q70JZ9_A4_glu	glu	no_confident_result	glu	0.7948114723629895
jk1	k1_as_query	BGC0000398_AFH75329-1_566_mod1_thr	thr	no_confident_result	thr	3.6205385212035184
jk1	k1_as_query	Q8NJX1_A18_val-vol	val-vol	no_confident_result	leu	0.0
jk1	k1_as_query	Q9R9I9_A1_ser	ser	no_confident_result	ser	1.606582482605445
jk1	k1_as_query	BGC0000426_AGZ03651-1_480_mod1_ala	ala	no_confident_result	ala	0.0
jk1	k10_as_query	BGC0000425_AFH75322-1_3790_mod4_hse	hse	no_confident_result	hse	0.7461680067220995
jk1	k10_as_query	O85168_A4_dab	dab	no_confident_result	dab	2.396039990912573
jk1	k10_as_query	NP_216899-1_570_mod1_thr	thr	no_confident_result	ser|thr	0.8836367792296935
jk1	k10_as_query	Q2VQ15_A2-5-_val	val	no_confident_result	val	0.6439372003385997
jk1	k10_as_query	AGM16412-1_1974_mod2_val	val	no_confident_result	val	1.7584441655322482
jk1	k10_as_query	O05647_A2_phe	phe	no_confident_result	no_confident_result	0.0
jk1	k10_as_query	O85168_A6_phe	phe	no_confident_result	tyr	0.574161957371947
jk1	k10_as_query	Q93N89_A1_hpg|hpg2cl	hpg|hpg2cl	hpg|hpg2cl	hpg|hpg2cl	2.819034588327242
jk1	k10_as_query	BGC0000425_AFH75321-1_581_mod1_d-gln	d-gln	no_confident_result	d-leu	1.8802509501784082
jk1	k10_as_query	EPE34341-1_685_mod1_4oh-5oh-orn	4oh-5oh-orn	no_confident_result	4oh-5oh-hty	0.7546208471138298
jk1	k10_as_query	P11454_A1-2-_ser	ser	ser	ser	0.8985185143667852
jk1	k10_as_query	BGC0000376_BAP16684-1_33_mod1_trp|6cl-trp	trp|6cl-trp	no_confident_result	phe|tyr	0.0
jk1	k10_as_query	Q8NJX1_A10_ser	ser	no_confident_result	leu	0.0
jk1	k10_as_query	BGC0000439_AHH53507-1_1547_mod2_asp	asp	asp	asp	0.8624425614523294
jk1	k10_as_query	P45745_A2-3-_athr|thr	athr|thr	thr	thr	0.2259269278047303
jk1	k10_as_query	AHF21228-1_6670_mod5_trp	trp	no_confident_result	trp	2.259355710579717
jk1	k10_as_query	BGC0000451_CP001614-2_15150-22349_mod2_ser	ser	ser	ser	0.0
jk1	k10_as_query	Q83VS1_A5-10-_ala	ala	ala	ala	3.9913946236773468
jk1	k10_as_query	BGC0001125_AIW82285-1_488_mod1_thr	thr	no_confident_result	deoxy-thr	0.6404072721155286
jk1	k10_as_query	BGC0000464_CDG17982-1_3820_mod4_leu	leu	leu	leu	1.5923973674782994
jk1	k10_as_query	Q9RAH2_A2_gly	gly	no_confident_result	gly	0.2609129289793867
jk1	k10_as_query	EWS95124_960_mod2_hpg	hpg	no_confident_result	no_confident_result	0.0
jk1	k10_as_query	Q9F638/11127897_A_dhb	dhb	dhb|sal	dhb|sal	0.24975887599106103
jk1	k10_as_query	O69246_A3-6-_leu	leu	no_confident_result	leu	1.6692110083608616
jk1	k10_as_query	Q83VS1_A4-9-_dhab|dht	dhab|dht	dhab|dht	dhab|dht	3.4167083079700267
jk1	k10_as_query	Q9R9J0_A1_tyr	tyr	no_confident_result	tyr	1.0881481343194421
jk1	k10_as_query	Q70JZ9_A2_asn	asn	asn	asn	1.3558320993905846
jk1	k10_as_query	P26046_A2_cys	cys	cys	cys	1.2686626358736477
jk1	k10_as_query	P27206_A1_glu	glu	no_confident_result	glu	0.19811849314424812
jk1	k10_as_query	Q8KLL3_A2_tyr	tyr	no_confident_result	tyr	2.1653741498290033
jk1	k10_as_query	Q8J0L6_A1_lys-erg	lys-erg	no_confident_result	his	0.0
jk1	k10_as_query	AGM16412-1_5576_mod5_ser	ser	ser	ser	1.510646266639263
